laptop_ID,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_GB,Memory2_type
753,Acer,Chromebook 14,Notebook,14.0,2,Chrome OS,1.68,330.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
754,Samsung,Notebook 9,Ultrabook,13.3,16,Windows 10,0.81,1649.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
755,HP,250 G6,Notebook,15.6,8,Windows 10,1.86,539.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,256,SSD,0,-
757,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1126.71,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
758,HP,Zbook 17,Workstation,17.3,16,Windows 7,3.0,4389.0,0,1920,1080,Intel,E3-1535M v5,Xeon,2.9,Nvidia,Quadro,M2000M,256,SSD,0,-
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,Windows 10,1.4,475.0,1,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,0,-
760,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1900.0,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,0,-
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,No OS,2.45,579.0,0,1366,768,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,950M,1024,HDD,0,-
762,Lenovo,Thinkpad T460,Ultrabook,14.0,4,Windows 10,1.7,1096.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,0,-
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,Windows 10,2.37,849.9,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,1,3200,1800,Intel,6260U,Core i5,1.8,Intel,HD Graphics,540,256,SSD,0,-
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.2,1099.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
766,HP,ZBook 15,Workstation,15.6,8,Windows 7,2.59,1895.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M1000M,256,SSD,0,-
767,Dell,Alienware 17,Gaming,15.6,16,Windows 10,4.42,2868.99,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
768,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,599.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1048.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
770,Dell,Latitude 7280,Ultrabook,12.5,16,Windows 10,1.18,1859.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,0,-
771,Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,1,2400,1600,Intel,7Y57,Core i5,1.2,Intel,HD Graphics,615,256,SSD,0,-
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,Windows 10,1.2,1129.0,0,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
773,Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,849.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,0,-
774,Acer,TravelMate P238-M,Notebook,13.3,4,Windows 10,1.6,655.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,470.34,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Nvidia,GeForce,920MX,1024,HDD,0,-
776,Dell,Inspiron 7559,Gaming,15.6,16,Windows 10,2.72,1099.0,1,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,1024,HDD
777,Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,1.31,1599.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
778,Acer,Aspire A315-31,Notebook,15.6,4,Linux,2.1,298.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,0,-
779,Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.3,1181.27,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,256,SSD,0,-
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,1,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon,540,256,SSD,0,-
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,Windows 10,1.75,1020.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,0,-
782,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1099.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,0,-
783,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1244.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,1,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,2048,HDD,0,-
785,Lenovo,Thinkpad P50,Notebook,15.6,16,Windows 7,2.5,2370.0,0,3840,2160,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M2000M,512,SSD,0,-
786,Acer,Swift 3,Notebook,14.0,4,Windows 10,1.8,636.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,0,-
787,Razer,Blade Pro,Gaming,14.0,16,Windows 10,1.95,2899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,512,SSD,0,-
788,Asus,Vivobook Max,Notebook,15.6,8,Windows 10,2.0,581.9,0,1920,1080,Intel,N4200,Pentium Dual Core,1.1,Intel,HD Graphics,505,128,SSD,0,-
789,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3588.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070M,1024,SSD,1024,HDD
790,Asus,Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,2350.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,Windows 10,1.47,1764.0,0,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,GeForce,930M,512,SSD,0,-
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,No OS,2.2,329.0,0,1366,768,Intel,N3710,Celeron Quad Core,1.6,Intel,HD Graphics,405,1024,HDD,0,-
793,Lenovo,ThinkPad T470s,Ultrabook,14.0,16,Windows 10,1.7,2299.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
794,MSI,GS43VR 7RE,Gaming,14.0,16,Windows 10,1.6,1891.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.2,1089.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,Windows 10,2.4,999.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,0,-
797,Acer,Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2299.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,1024,HDD
798,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,985.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,0,-
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.24,1339.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.22,202.9,0,1920,1080,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1777.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,1,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M460,256,SSD,0,-
803,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1165.0,0,2304,1440,Intel,-,Core M,1.2,Intel,HD Graphics,5300,512,Flash Storage,0,-
804,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,1,2560,1440,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.63,299.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
806,Dell,Latitude 3580,Notebook,15.6,8,Windows 10,1.95,810.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
808,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.0,739.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,256,SSD,0,-
809,HP,ZBook 17,Workstation,15.6,8,Windows 10,3.14,2064.9,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M2200,256,SSD,0,-
810,Asus,Pro P2540UA-XS51,Notebook,15.6,8,Windows 10,2.37,1099.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
811,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1499.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
812,Dell,XPS 15,Notebook,15.6,8,Windows 10,2.06,1749.0,1,3840,2160,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,0,-
813,Dell,Latitude 3180,Netbook,11.6,4,Windows 10,1.63,744.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,128,SSD,0,-
814,HP,EliteBook 820,Netbook,12.5,8,Windows 10,1.26,1389.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,0,-
816,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629.0,0,1366,768,AMD,9700P,A12-Series,2.5,AMD,Radeon R7 Graphics,-,2048,HDD,0,-
817,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,1679.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,512,SSD,0,-
818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,Windows 10,2.4,609.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920M,1024,HDD,0,-
819,HP,Omen 17-an012dx,Gaming,17.3,12,Windows 10,3.74,1749.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,AMD,Radeon RX,580,1024,HDD,0,-
820,MSI,GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2415.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,1024,HDD
821,Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,0.81,1499.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
822,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,1.98,961.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GT,940MX,1024,HDD,0,-
823,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,789.81,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M420,256,SSD,0,-
824,Lenovo,Thinkpad T470s,Ultrabook,14.0,8,Windows 10,1.32,1859.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
825,Razer,Blade Stealth,Ultrabook,12.5,16,Windows 10,1.29,1799.0,1,3840,2160,Intel,7500U,Core i7,2.5,Intel,HD Graphics,620,512,SSD,0,-
826,HP,Chromebook 11,Netbook,11.6,4,Chrome OS,1.23,385.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,0,-
827,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,2505.02,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
828,Dell,Latitude 3480,Notebook,14.0,4,Windows 10,1.76,755.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,489.9,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,0,-
830,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,4,Windows 10,1.25,1090.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
831,Lenovo,Thinkpad X1,Ultrabook,14.0,8,Windows 10,1.13,2499.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,0,-
832,MSI,GL62M 7RD,Gaming,15.6,8,Windows 10,2.4,1199.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,0,-
833,Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.13,1875.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,Flash Storage,0,-
834,Toshiba,Satellite Pro,Notebook,14.0,4,Windows 10,1.75,499.0,0,1366,768,Intel,4405U,Pentium Dual Core,2.1,Intel,HD Graphics,510,128,SSD,0,-
835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
836,Dell,Latitude 3480,Notebook,14.0,4,Windows 10,1.76,585.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,0,-
837,Acer,Chromebook 11,Netbook,11.6,4,Chrome OS,1.35,355.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
838,Acer,Swift 3,Notebook,14.0,8,Windows 10,1.5,619.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,0,-
839,Razer,Blade Pro,Gaming,17.3,32,Windows 10,3.49,5499.0,1,3840,2160,Intel,7820HK,Core i7,2.9,Nvidia,GeForce GTX,1080,512,SSD,0,-
840,Lenovo,Thinkpad X1,Ultrabook,14.0,16,Windows 10,1.1,2099.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,0,-
841,Asus,VivoBook Max,Notebook,15.6,4,Linux,2.1,519.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920,1024,HDD,0,-
842,Lenovo,Thinkpad T460,Notebook,14.0,8,Windows 10,1.7,1186.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
843,Lenovo,ThinkPad T470s,Notebook,14.0,8,Windows 10,1.32,1650.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,0,-
844,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,2774.63,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
845,Asus,Rog GL702VS-BA023T,Gaming,17.3,16,Windows 10,2.9,2419.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,1024,HDD
847,Lenovo,N42-20 Chromebook,Notebook,14.0,4,Chrome OS,1.5,325.0,0,1366,768,Intel,N3160,Celeron Quad Core,1.6,Intel,HD Graphics,400,16,Flash Storage,0,-
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Windows 10,2.3,590.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,HDD,0,-
849,Asus,Rog GL702VM-GC017T,Gaming,17.3,16,Windows 10,2.73,1799.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,512,SSD,1024,HDD
851,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3072.89,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,1024,HDD
852,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,910.0,0,1600,900,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,1024,HDD,0,-
853,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,713.99,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
854,HP,EliteBook 840,Ultrabook,14.0,8,Windows 7,1.54,1870.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,0,-
855,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,739.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R5,M420,256,SSD,0,-
856,HP,Chromebook X360,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,1,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
857,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,Windows 10,1.45,1026.0,0,1920,1080,Intel,6200U,Core i5,2.3,Nvidia,GeForce,940M,512,SSD,0,-
858,HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
859,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1468.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,0,-
860,HP,250 G6,Notebook,15.6,4,No OS,1.86,299.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,0,-
862,Asus,Rog GL502VM-DS74,Gaming,15.6,16,Windows 10,2.1,1899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,1024,HDD
863,Dell,Inspiron 5767,Notebook,17.3,8,Linux,2.83,865.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,1024,HDD,0,-
864,Lenovo,ThinkPad T470p,Ultrabook,14.0,8,Windows 10,1.96,1903.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GT,940MX,256,SSD,0,-
865,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,Windows 10,2.3,787.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,930MX,256,SSD,0,-
866,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,945.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
867,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.0,449.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,0,-
868,HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,1,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,0,-
869,Dell,Inspiron 5368,Notebook,13.3,8,Windows 10,1.62,649.0,1,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,1024,HDD,0,-
870,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,469.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,0,-
871,Lenovo,ThinkPad E570,Notebook,15.6,8,Windows 10,2.3,850.66,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,0,-
872,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1349.0,0,1920,1080,Intel,7300U,Core i5,2.6,AMD,Radeon R7,M465,256,SSD,0,-
873,Toshiba,Portege X30-D-10X,Notebook,13.3,4,Windows 10,1.05,1285.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
874,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.5,1017.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,0,-
875,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.29,2240.0,1,3200,1800,Intel,7660U,Core i7,2.5,Intel,Iris Plus Graphics,640,512,SSD,0,-
876,HP,Probook 450,Notebook,15.6,4,Windows 10,2.07,910.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,0,-
877,Toshiba,Portйgй Z30-C-188,Ultrabook,13.3,8,Windows 10,1.2,1095.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,0,-
878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1987.5,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,8,Windows 10,1.56,902.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
880,Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,1778.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M620,1024,HDD,0,-
881,Lenovo,ThinkPad L570,Notebook,15.6,4,Windows 10,2.38,1055.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
882,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,479.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,0,-
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,8,Windows 10,2.0,1388.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
884,Lenovo,Thinkpad 13,Notebook,13.3,4,Windows 10,1.44,735.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,180,SSD,0,-
885,Samsung,Notebook 9,Ultrabook,15.0,16,Windows 10,1.23,1849.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,0,-
886,Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.6,1690.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,0,-
887,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,398.99,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,0,-
888,Xiaomi,Mi Notebook,Ultrabook,13.3,8,Windows 10,1.28,935.0,0,1920,1080,Intel,6200U,Core i5,2.3,Nvidia,GeForce,940MX,256,SSD,0,-
889,Dell,Vostro 5568,Notebook,15.6,4,Windows 10,2.18,912.5,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,128,SSD,1024,HDD
890,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,839.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
892,HP,Pavilion x360,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,1,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,0,-
893,Asus,VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,348.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,0,-
894,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,8,Windows 10,2.2,669.0,0,1920,1080,Intel,6500U,Core i7,2.5,Nvidia,GeForce,940MX,1024,HDD,0,-
895,Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,2.2,369.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,-,500,HDD,0,-
896,HP,EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,1551.5,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,0,-
897,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,455.7,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,1024,HDD,0,-
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,1369.9,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,1024,HDD
899,Acer,Chromebook C731-C78G,Netbook,11.6,4,Chrome OS,1.25,297.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,0,-
900,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.8,379.0,0,1600,900,AMD,7210,A4-Series,2.2,AMD,Radeon R3,-,500,HDD,0,-
901,HP,Probook 640,Notebook,14.0,4,Windows 10,1.95,1265.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,0,-
902,HP,Envy x360,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
903,Samsung,Notebook 9,Ultrabook,15.0,8,Windows 10,1.17,1699.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,0,-
905,MSI,GS73VR Stealth,Gaming,17.3,16,Windows 10,2.43,2649.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,512,SSD,2048,HDD
