,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_type
744,Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,849.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
745,Acer,TravelMate P238-M,Notebook,13.3,4,Windows 10,1.6,655.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
746,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,470.34,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Nvidia,GeForce,920MX,1024,HDD,-
747,Dell,Inspiron 7559,Gaming,15.6,16,Windows 10,2.72,1099.0,1,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,128,SSD,HDD
748,Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,1.31,1599.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
749,Acer,Aspire A315-31,Notebook,15.6,4,Linux,2.1,298.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,-
750,Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.3,1181.27,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,256,SSD,-
751,Samsung,Notebook 9,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,1,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon,540,256,SSD,-
752,Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,Windows 10,1.75,1020.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,128,SSD,-
753,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1099.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,-
754,HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1244.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
755,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,1,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,2048,HDD,-
756,Lenovo,Thinkpad P50,Notebook,15.6,16,Windows 7,2.5,2370.0,0,3840,2160,Intel,6820HQ,Core i7,2.7,Nvidia,Quadro,M2000M,512,SSD,-
757,Acer,Swift 3,Notebook,14.0,4,Windows 10,1.8,636.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,-
758,Razer,Blade Pro,Gaming,14.0,16,Windows 10,1.95,2899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,512,SSD,-
759,Asus,Vivobook Max,Notebook,15.6,8,Windows 10,2.0,581.9,0,1920,1080,Intel,N4200,Pentium Dual Core,1.1,Intel,HD Graphics,505,128,SSD,-
760,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3588.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070M,1024,SSD,HDD
761,Asus,Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,2350.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1070,256,SSD,HDD
762,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,Windows 10,1.47,1764.0,0,1920,1080,Intel,6600U,Core i7,2.6,Nvidia,GeForce,930M,512,SSD,-
763,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,No OS,2.2,329.0,0,1366,768,Intel,N3710,Celeron Quad Core,1.6,Intel,HD Graphics,405,1024,HDD,-
764,Lenovo,ThinkPad T470s,Ultrabook,14.0,16,Windows 10,1.7,2299.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
765,MSI,GS43VR 7RE,Gaming,14.0,16,Windows 10,1.6,1891.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
766,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.2,1089.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,HDD
767,Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,Windows 10,2.4,999.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,HDD,-
768,Acer,Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2299.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
769,Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,985.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,-
770,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.24,1339.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
771,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.22,202.9,0,1920,1080,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
772,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1777.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
773,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,1,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M460,256,SSD,-
774,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1165.0,0,2304,1440,Intel,-,Core M,1.2,Intel,HD Graphics,5300,512,Flash Storage,-
775,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,1,2560,1440,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
776,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.63,299.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
777,Dell,Latitude 3580,Notebook,15.6,8,Windows 10,1.95,810.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
778,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.0,739.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,256,SSD,-
779,HP,ZBook 17,Workstation,15.6,8,Windows 10,3.14,2064.9,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M2200,256,SSD,-
780,Asus,Pro P2540UA-XS51,Notebook,15.6,8,Windows 10,2.37,1099.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
781,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1499.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
782,Dell,XPS 15,Notebook,15.6,8,Windows 10,2.06,1749.0,1,3840,2160,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,-
783,Dell,Latitude 3180,Netbook,11.6,4,Windows 10,1.63,744.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,128,SSD,-
784,HP,EliteBook 820,Netbook,12.5,8,Windows 10,1.26,1389.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
785,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629.0,0,1366,768,AMD,9700P,A12-Series,2.5,AMD,Radeon R7 Graphics,-,2048,HDD,-
786,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,1679.0,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,512,SSD,-
787,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,Windows 10,2.4,609.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920M,1024,HDD,-
788,HP,Omen 17-an012dx,Gaming,17.3,12,Windows 10,3.74,1749.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,AMD,Radeon RX,580,1024,HDD,-
789,MSI,GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2415.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,HDD
790,Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,0.81,1499.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
791,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,1.98,961.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GT,940MX,1024,HDD,-
792,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,789.81,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M420,256,SSD,-
793,Lenovo,Thinkpad T470s,Ultrabook,14.0,8,Windows 10,1.32,1859.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
794,Razer,Blade Stealth,Ultrabook,12.5,16,Windows 10,1.29,1799.0,1,3840,2160,Intel,7500U,Core i7,2.5,Intel,HD Graphics,620,512,SSD,-
795,HP,Chromebook 11,Netbook,11.6,4,Chrome OS,1.23,385.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,16,Flash Storage,-
796,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,2505.02,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
797,Dell,Latitude 3480,Notebook,14.0,4,Windows 10,1.76,755.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
798,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,489.9,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
799,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,4,Windows 10,1.25,1090.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
800,Lenovo,Thinkpad X1,Ultrabook,14.0,8,Windows 10,1.13,2499.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
801,MSI,GL62M 7RD,Gaming,15.6,8,Windows 10,2.4,1199.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,-
802,Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.13,1875.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,Flash Storage,-
803,Toshiba,Satellite Pro,Notebook,14.0,4,Windows 10,1.75,499.0,0,1366,768,Intel,4405U,Pentium Dual Core,2.1,Intel,HD Graphics,510,128,SSD,-
804,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
805,Dell,Latitude 3480,Notebook,14.0,4,Windows 10,1.76,585.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
806,Acer,Chromebook 11,Netbook,11.6,4,Chrome OS,1.35,355.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
807,Acer,Swift 3,Notebook,14.0,8,Windows 10,1.5,619.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,128,SSD,-
808,Razer,Blade Pro,Gaming,17.3,32,Windows 10,3.49,5499.0,1,3840,2160,Intel,7820HK,Core i7,2.9,Nvidia,GeForce GTX,1080,512,SSD,-
809,Lenovo,Thinkpad X1,Ultrabook,14.0,16,Windows 10,1.1,2099.0,0,2560,1440,Intel,6600U,Core i7,2.6,Intel,HD Graphics,520,512,SSD,-
810,Asus,VivoBook Max,Notebook,15.6,4,Linux,2.1,519.0,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920,1024,HDD,-
811,Lenovo,Thinkpad T460,Notebook,14.0,8,Windows 10,1.7,1186.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
812,Lenovo,ThinkPad T470s,Notebook,14.0,8,Windows 10,1.32,1650.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
813,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,2774.63,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
814,Asus,Rog GL702VS-BA023T,Gaming,17.3,16,Windows 10,2.9,2419.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
815,Lenovo,N42-20 Chromebook,Notebook,14.0,4,Chrome OS,1.5,325.0,0,1366,768,Intel,N3160,Celeron Quad Core,1.6,Intel,HD Graphics,400,16,Flash Storage,-
816,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Windows 10,2.3,590.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,HDD,-
817,Asus,Rog GL702VM-GC017T,Gaming,17.3,16,Windows 10,2.73,1799.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,512,SSD,HDD
818,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3072.89,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,HDD
819,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,910.0,0,1600,900,Intel,7200U,Core i5,2.5,Nvidia,GeForce,930MX,1024,HDD,-
820,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,713.99,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
821,HP,EliteBook 840,Ultrabook,14.0,8,Windows 7,1.54,1870.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,-
822,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,739.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R5,M420,256,SSD,-
823,HP,Chromebook X360,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,1,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
824,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,Windows 10,1.45,1026.0,0,1920,1080,Intel,6200U,Core i5,2.3,Nvidia,GeForce,940M,512,SSD,-
825,HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
826,HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1468.0,0,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,-
827,HP,250 G6,Notebook,15.6,4,No OS,1.86,299.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,-
828,Asus,Rog GL502VM-DS74,Gaming,15.6,16,Windows 10,2.1,1899.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
829,Dell,Inspiron 5767,Notebook,17.3,8,Linux,2.83,865.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon R7,M445,1024,HDD,-
830,Lenovo,ThinkPad T470p,Ultrabook,14.0,8,Windows 10,1.96,1903.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GT,940MX,256,SSD,-
831,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,Windows 10,2.3,787.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce GTX,930MX,256,SSD,-
832,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,945.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
833,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.0,449.0,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,-
834,HP,EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,1,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,-
835,Dell,Inspiron 5368,Notebook,13.3,8,Windows 10,1.62,649.0,1,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,1024,HDD,-
836,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,469.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
837,Lenovo,ThinkPad E570,Notebook,15.6,8,Windows 10,2.3,850.66,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
838,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1349.0,0,1920,1080,Intel,7300U,Core i5,2.6,AMD,Radeon R7,M465,256,SSD,-
839,Toshiba,Portege X30-D-10X,Notebook,13.3,4,Windows 10,1.05,1285.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
840,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.5,1017.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
841,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.29,2240.0,1,3200,1800,Intel,7660U,Core i7,2.5,Intel,Iris Plus Graphics,640,512,SSD,-
842,HP,Probook 450,Notebook,15.6,4,Windows 10,2.07,910.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
843,Toshiba,Portйgй Z30-C-188,Ultrabook,13.3,8,Windows 10,1.2,1095.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
844,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1987.5,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
845,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,8,Windows 10,1.56,902.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
846,Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,1778.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M620,1024,HDD,-
847,Lenovo,ThinkPad L570,Notebook,15.6,4,Windows 10,2.38,1055.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
848,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,479.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,-
849,Toshiba,Tecra A50-D-11D,Notebook,15.6,8,Windows 10,2.0,1388.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
850,Lenovo,Thinkpad 13,Notebook,13.3,4,Windows 10,1.44,735.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,180,SSD,-
851,Samsung,Notebook 9,Ultrabook,15.0,16,Windows 10,1.23,1849.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,-
852,Dell,Latitude 7280,Ultrabook,12.5,8,Windows 10,1.6,1690.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,-
853,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,398.99,0,1366,768,Intel,N4200,Pentium Quad Core,1.1,Intel,HD Graphics,505,1024,HDD,-
854,Xiaomi,Mi Notebook,Ultrabook,13.3,8,Windows 10,1.28,935.0,0,1920,1080,Intel,6200U,Core i5,2.3,Nvidia,GeForce,940MX,256,SSD,-
855,Dell,Vostro 5568,Notebook,15.6,4,Windows 10,2.18,912.5,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,940MX,128,SSD,HDD
856,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,839.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
857,HP,Pavilion x360,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,1,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
858,Asus,VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,348.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
859,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,8,Windows 10,2.2,669.0,0,1920,1080,Intel,6500U,Core i7,2.5,Nvidia,GeForce,940MX,1024,HDD,-
860,Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,2.2,369.0,0,1366,768,Intel,N3710,Pentium Quad Core,1.6,Intel,HD Graphics,-,500,HDD,-
861,HP,EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,1551.5,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
862,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,455.7,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,1024,HDD,-
863,Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,1369.9,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,HDD
864,Acer,Chromebook C731-C78G,Netbook,11.6,4,Chrome OS,1.25,297.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
865,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.8,379.0,0,1600,900,AMD,7210,A4-Series,2.2,AMD,Radeon R3,-,500,HDD,-
866,HP,Probook 640,Notebook,14.0,4,Windows 10,1.95,1265.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
867,HP,Envy x360,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,1,3200,1800,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
868,Samsung,Notebook 9,Ultrabook,15.0,8,Windows 10,1.17,1699.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
869,MSI,GS73VR Stealth,Gaming,17.3,16,Windows 10,2.43,2649.0,0,3840,2160,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,512,SSD,HDD
870,Toshiba,Portege X30-D-10V,Notebook,13.3,8,Windows 10,1.05,1475.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
871,Dell,Inspiron 7567,Gaming,15.6,8,Linux,2.62,929.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,1024,HDD,-
872,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,900.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,1024,HDD,-
873,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,614.0,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M420X,1024,HDD,-
874,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,935.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,-
875,Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,1,3200,1800,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,512,SSD,-
876,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,Windows 10,3.58,1279.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,980M,256,SSD,SSD
877,Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,1,1920,1080,Intel,7Y75,Core i7,1.3,Intel,HD Graphics,615,256,SSD,-
878,Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.13,2049.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,Flash Storage,-
879,Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1962.99,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,512,SSD,-
880,LG,Gram 15Z970,Ultrabook,15.6,16,Windows 10,1.08,2099.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
881,HP,Elitebook 820,Netbook,12.5,8,Windows 10,1.26,1483.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
882,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,4,Chrome OS,2.2,359.0,0,1920,1080,Intel,3205U,Celeron Dual Core,1.5,Intel,HD Graphics,-,16,Flash Storage,-
883,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,789.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,960M,128,SSD,HDD
884,LG,Gram 14Z970,Ultrabook,14.0,8,Windows 10,0.98,1899.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
885,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1205.0,0,1920,1080,Intel,7440HQ,Core i5,2.8,Intel,HD Graphics,620,256,SSD,-
886,HP,Elitebook Folio,Ultrabook,12.5,8,Windows 10,1.09,3100.0,1,3840,2160,Intel,6Y75,Core M,1.2,Intel,HD Graphics,515,240,SSD,-
887,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Windows 10,2.2,789.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,256,SSD,-
888,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1018.99,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,256,SSD,-
889,Acer,Aspire E5-575,Notebook,15.6,4,Windows 10,2.4,499.0,0,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,-
890,Lenovo,ThinkPad 13,Notebook,13.3,4,Windows 10,1.44,881.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
891,HP,Probook 430,Notebook,13.3,8,Windows 10,1.49,960.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
892,MSI,GE72VR 6RF,Gaming,17.3,16,Windows 10,2.7,1599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
